"Date","T_min","T_max","RH_min","RH_max","WS","SH","T_mean","RH","Ra","Rs","ETo_H","ETo_BC","ETo_HS","ETo_RZ","ETo_DR","ETo_RI","ETo_PT","ETo_MK","ETo_DA","ETo_RH","ETo_ME","ETo_RO","ETo_SH","ETo_AH","ETo"
2010-05-14,22.8,43.6,28,71,1.58333333333333,10,33.2,49.5,39.8,24.96,17.19,6.41,8.69,17.64,5.35,9.5,15.1,4.91,1.73,1.64,17.02,10.26,10.73,7.8,7.34
2010-05-15,26,40.3,38,71,2.13888888888889,9,33.15,54.5,39.85,23.47,16.14,6.41,7.21,14.63,4.79,7.88,14.88,4.61,1.46,1.36,14.63,9.23,9.73,7.43,7.19
2010-05-16,24.6,38.2,30,73,1.66666666666667,9.4,31.4,51.5,39.9,24.08,16,6.19,6.79,13.79,4.6,7.25,14.37,4.65,1.34,1.27,13.22,9.26,9.76,7.47,6.66
2010-05-17,26.2,41.1,51,72,2.11111111111111,10.4,33.65,61.5,39.95,25.59,17.78,6.47,7.45,15.12,4.9,8.93,17.01,5.06,1.24,1.15,12.39,7.95,8.75,6.97,7.3
2010-05-18,26.3,36.2,49,67,3.30555555555556,7.7,31.25,58,39.99,21.55,14.27,6.17,5.79,11.76,4.19,5.92,13.65,4.14,1.27,1.13,13.09,7.97,8.62,7.01,7.01
2010-05-19,27.2,36.8,51,76,3.13888888888889,8.3,32,63.5,40.04,22.46,15.1,6.26,5.8,11.77,4.21,6.41,14.64,4.36,1.16,1.04,11.91,7.12,8.06,6.7,6.88
2010-05-20,26,37.4,53.5,69,2.58333333333333,8.9,31.7,61.25,40.08,23.37,15.62,6.22,6.29,12.76,4.41,6.82,15.04,4.52,1.11,1.02,11.27,7.47,8.28,6.84,6.77
2010-05-21,23.9,39.9,56,83,1.94444444444444,4.5,31.9,69.5,40.12,16.78,11.26,6.25,7.48,15.2,4.89,5.46,11.53,3.22,0.94,0.88,9.39,5.92,7.34,6.28,5.19
2010-05-22,23.7,33.8,86,84,3,9.8,28.75,85,40.16,24.73,15.54,5.85,5.57,11.32,4.07,6.19,16.21,4.65,0.35,0.32,3.6,2.6,5.41,5.08,5.26
2010-05-23,26.9,35.6,44,75,3.11111111111111,9.3,31.25,59.5,40.19,23.99,15.89,6.17,5.46,11.08,4.05,6.41,15.02,4.63,1.22,1.1,12.57,7.69,8.4,6.93,7.21
2010-05-24,21,37.8,69,88,3.30555555555556,11.3,29.4,78.5,40.23,26.99,17.2,5.93,7.3,14.83,4.79,7.78,17.5,5.12,0.7,0.63,7.28,3.82,5.99,5.53,6.57
2010-05-25,19.7,29.4,64,97,1.19444444444444,3.9,24.55,80.5,40.26,15.91,9.1,5.32,4.98,10.12,3.76,3.69,9.75,2.78,0.35,0.34,3.37,2.87,4.88,5.2,3.52
2010-05-26,24.8,32.3,61,86,3.16666666666667,9.7,28.55,73.5,40.29,24.61,15.4,5.83,4.8,9.75,3.73,6.11,15.32,4.61,0.69,0.62,7.11,4.56,6.21,5.81,6
2010-05-27,21.9,33.6,71,89,2.94444444444444,10.1,27.75,80,40.32,25.21,15.5,5.73,5.9,11.97,4.2,6.22,15.78,4.68,0.52,0.47,5.33,3.34,5.55,5.37,5.65
2010-05-28,24.3,30.2,57,76,2.91666666666667,7.1,27.25,66.5,40.35,20.72,12.6,5.66,4.14,8.41,3.41,5.01,12.56,3.8,0.74,0.67,7.59,5.49,6.56,6.17,5.47
2010-05-29,25.9,33.1,53,80,2.05555555555556,7.6,29.5,66.5,40.38,21.47,13.71,5.95,4.81,9.77,3.75,5.41,13.53,4.05,0.78,0.73,7.82,5.97,7.1,6.34,5.57
2010-05-30,27,34.4,54,79,1.86111111111111,5.8,30.7,66.5,40.4,18.78,12.3,6.1,5,10.16,3.85,4.83,12.32,3.57,0.81,0.76,8.06,6.24,7.39,6.43,5.18
2010-05-31,21.8,36.8,61,88,1.91666666666667,7.8,29.3,74.5,40.43,21.78,13.85,5.92,6.92,14.05,4.65,6,14.05,4.1,0.69,0.64,6.85,4.51,6.29,5.81,5.49
2010-06-01,27.1,35.4,55,89,1.47222222222222,9.7,31.25,72,40.45,24.63,16.31,6.17,5.36,10.89,4.02,6.52,16.14,4.75,0.7,0.67,6.88,5.32,6.94,6.09,5.95
2010-06-02,27.3,36.1,57,88,2.27777777777778,9,31.7,72.5,40.47,23.58,15.76,6.22,5.58,11.32,4.12,6.49,15.71,4.57,0.8,0.74,8.01,5.3,7,6.09,6.16
2010-06-03,26.5,36.7,67,85,2.72222222222222,6.4,31.6,76,40.49,19.69,13.13,6.21,5.99,12.17,4.3,5.57,13.52,3.79,0.72,0.65,7.32,4.61,6.65,5.84,5.44
2010-06-04,25.4,34.2,62,84,2.75,3.2,29.8,73,40.51,14.91,9.58,5.98,5.37,10.9,4.01,3.79,10.1,2.79,0.72,0.66,7.37,4.86,6.53,5.94,4.61
2010-06-05,25.6,34.4,50,87,1.80555555555556,3.9,30,68.5,40.53,15.96,10.3,6.01,5.39,10.95,4.02,4.07,10.58,3,0.78,0.73,7.72,5.72,7.01,6.26,4.63
2010-06-06,25.7,34.4,50,87,1.80555555555556,4.3,30.05,68.5,40.54,16.56,10.7,6.02,5.37,10.9,4.01,4.22,10.94,3.12,0.78,0.73,7.73,5.73,7.02,6.26,4.73
2010-06-07,24.7,38.9,35,67,1.25,6.65,31.8,51,40.56,20.07,13.44,6.24,7.11,14.44,4.77,6.26,12.56,3.87,1.26,1.21,12.24,9.49,9.98,7.61,5.65
2010-06-08,26.9,40.4,39,84,1.44444444444444,9,33.65,61.5,40.57,23.59,16.38,6.47,7.2,14.61,4.83,8,15.52,4.65,1.21,1.16,11.84,7.95,8.75,7.03,6.48
2010-06-09,26.3,39.5,44,81,2.19444444444444,9.3,32.9,62.5,40.58,24.03,16.45,6.37,7.01,14.24,4.75,7.79,15.73,4.71,1.22,1.13,12.27,7.54,8.42,6.9,6.99
2010-06-10,26.2,38.4,39,88,1.38888888888889,9.7,32.3,63.5,40.59,24.63,16.66,6.3,6.67,13.53,4.6,7.57,15.82,4.8,1.06,1.01,10.3,7.19,8.14,6.78,6.36
2010-06-11,27.7,38.9,39,83,NA,9.5,33.3,61,40.6,24.33,16.78,6.42,6.52,13.23,4.55,7.73,15.86,4.79,NA,NA,NA,7.95,8.73,7.04,NA
2010-06-12,27.1,39,44,74,NA,9.7,33.05,59,40.61,24.63,16.91,6.39,6.68,13.57,4.62,7.84,15.97,4.84,NA,NA,NA,8.29,8.96,7.17,NA
2010-06-13,27.4,37.4,49,81,NA,10.3,32.4,65,40.61,25.52,17.3,6.31,6.05,12.28,4.34,7.52,16.67,4.99,NA,NA,NA,6.92,7.98,6.68,NA
2010-06-14,27,36.7,48,74,NA,8.3,31.85,61,40.62,22.54,15.11,6.24,5.89,11.97,4.27,6.39,14.55,4.37,NA,NA,NA,7.56,8.35,6.92,NA
2010-06-15,27.2,36.9,39,73,NA,6.3,32.05,56,40.62,19.55,13.16,6.27,5.92,12.02,4.28,5.61,12.59,3.78,NA,NA,NA,8.59,9.16,7.29,NA
2010-06-16,27.5,39.5,46,74,NA,11,33.5,60,40.62,26.56,18.4,6.45,6.77,13.76,4.66,8.68,17.36,5.25,NA,NA,NA,8.21,8.93,7.14,NA
2010-06-17,24.8,39.4,66,88,NA,8,32.1,77,40.63,22.09,14.88,6.27,7.27,14.76,4.84,7.06,15.29,4.29,NA,NA,NA,4.5,6.67,5.81,NA
2010-06-18,24.6,33,76,96,NA,1.4,28.8,86,40.63,12.24,7.7,5.86,5.15,10.45,3.9,3.06,8.57,2.24,NA,NA,NA,2.43,5.36,5.07,NA
2010-06-19,26.5,32.4,72,89,NA,1.7,29.45,80.5,40.62,12.69,8.09,5.94,4.38,8.88,3.55,3.19,8.86,2.34,NA,NA,NA,3.47,5.85,5.45,NA
2010-06-20,27,33.3,71,89,NA,6.6,30.15,80,40.62,19.99,12.94,6.03,4.59,9.32,3.66,5.09,13.44,3.79,NA,NA,NA,3.65,6.03,5.51,NA
2010-06-21,27,34.3,67,88,NA,7.5,30.65,77.5,40.62,21.33,13.95,6.09,4.99,10.13,3.85,5.48,14.3,4.07,NA,NA,NA,4.18,6.33,5.7,NA
2010-06-22,25.5,35.4,85,91,1.66666666666667,6.4,30.45,88,40.61,19.69,12.83,6.07,5.79,11.75,4.2,5.16,13.7,3.74,0.28,0.26,2.76,2.21,5.54,4.98,4.5
2010-06-23,26.2,31.2,64,89,2.5,0.9,28.7,76.5,40.61,11.49,7.21,5.84,3.96,8.04,3.34,2.85,8,2.09,0.55,0.5,5.55,4.07,6,5.67,3.6
2010-06-24,24.6,34.3,73,89,2.19444444444444,5.6,29.45,81,40.6,18.49,11.8,5.94,5.61,11.38,4.11,4.68,12.4,3.47,0.47,0.44,4.73,3.38,5.82,5.41,4.56
2010-06-25,25.4,32.7,85,85,2.27777777777778,4,29.05,85,40.59,16.11,10.19,5.89,4.82,9.79,3.76,4.03,10.98,2.99,0.33,0.3,3.27,2.63,5.47,5.14,3.83
2010-06-26,25.4,33,60,85,1.5,2.5,29.2,72.5,40.58,13.87,8.8,5.91,4.93,10.02,3.81,3.48,9.38,2.57,0.59,0.56,5.79,4.85,6.44,5.95,3.84
2010-06-27,26.9,35.1,67,89,2.19444444444444,10.6,31,78,40.57,25.93,17.09,6.13,5.32,10.8,4.01,6.75,17.29,5,0.59,0.55,5.93,4.14,6.36,5.68,6.16
2010-06-28,25.9,34.4,63,86,2.11111111111111,4,30.15,74.5,40.56,16.1,10.42,6.03,5.32,10.8,3.99,4.11,10.9,3.03,0.64,0.6,6.43,4.65,6.48,5.87,4.5
2010-06-29,26.8,35.8,97,89,1.80555555555556,6.5,31.3,93,40.54,19.82,13.14,6.17,5.6,11.38,4.13,5.35,14.27,3.8,0.14,0.13,1.38,1.33,5.38,4.65,4.38
2010-06-30,25.9,29.2,82,91,1.55555555555556,0,27.55,86.5,40.53,10.13,6.2,5.7,3.13,6.36,2.89,2.45,7.15,1.8,0.25,0.23,2.41,2.24,5.1,4.99,2.56
2010-07-01,26.4,32.2,70,90,2.19444444444444,0,29.3,80,40.51,10.13,6.44,5.92,4.31,8.76,3.52,2.54,7.29,1.84,0.47,0.43,4.7,3.54,5.86,5.46,3.14
2010-07-02,26.7,31.8,63,89,2.5,1,29.25,76,40.5,11.61,7.38,5.91,4.04,8.2,3.38,2.91,8.12,2.13,0.58,0.53,5.87,4.24,6.16,5.72,3.69
2010-07-03,26.5,33.7,58,83,2.63888888888889,0.2,30.1,70.5,40.48,10.42,6.74,6.02,4.88,9.91,3.79,2.65,7.48,1.92,0.77,0.71,7.87,5.37,6.83,6.12,3.99
2010-07-04,27,34.9,86,86,2.38888888888889,7.1,30.95,86,40.46,20.69,13.62,6.13,5.2,10.56,3.95,5.35,14.42,3.96,0.34,0.32,3.48,2.63,5.76,5.12,4.8
2010-07-05,26.5,34.1,68,85,2.16666666666667,4.8,30.3,76.5,40.44,17.26,11.21,6.05,5.03,10.22,3.86,4.41,11.69,3.26,0.58,0.54,5.84,4.31,6.34,5.73,4.59
2010-07-06,27.4,35.6,68,89,1.94444444444444,10,31.5,78.5,40.42,25,16.64,6.2,5.35,10.87,4.02,6.7,16.91,4.84,0.57,0.53,5.69,4.12,6.42,5.65,5.99
2010-07-07,26.5,34.4,55,86,2.55555555555556,6.7,30.45,70.5,40.39,20.08,13.08,6.07,5.14,10.44,3.91,5.15,13.14,3.82,0.81,0.74,8.18,5.44,6.91,6.14,5.58
2010-07-08,26.5,35.2,45,79,2.16666666666667,11,30.85,62,40.37,26.48,17.39,6.12,5.44,11.04,4.05,6.91,16.44,5.1,1,0.93,10.08,7.11,7.96,6.74,6.85
2010-07-09,27.3,36.7,79,84,1.63888888888889,10.9,32,81.5,40.34,26.32,17.7,6.26,5.78,11.74,4.21,7.48,18.28,5.13,0.45,0.43,4.47,3.61,6.28,5.46,6.14
2010-07-10,26.2,31.9,92,95,2.08333333333333,1.6,29.05,93.5,40.31,12.46,7.88,5.89,4.23,8.59,3.47,3.11,8.83,2.29,0.14,0.13,1.42,1.14,4.97,4.56,2.8
2010-07-11,25.5,28.2,92,93,1.52777777777778,0,26.85,92.5,40.28,10.07,6.07,5.61,2.77,5.63,2.68,2.41,7.07,1.78,0.13,0.12,1.25,1.21,4.64,4.59,2.3
2010-07-12,24.5,30,83,96,1.30555555555556,0,27.25,89.5,40.25,10.06,6.12,5.66,3.99,8.1,3.33,2.43,7.09,1.78,0.19,0.19,1.88,1.72,4.87,4.77,2.43
2010-07-13,26.5,30.6,85,91,1.08333333333333,2.5,28.55,88,40.22,13.78,8.62,5.83,3.54,7.19,3.11,3.4,9.47,2.53,0.22,0.21,2.07,2.06,5.19,4.89,3.16
2010-07-14,26.5,31.8,69,92,1.41666666666667,5,29.15,80.5,40.19,17.5,11.09,5.9,4.08,8.28,3.39,4.37,11.64,3.26,0.41,0.39,3.96,3.43,5.79,5.39,4.14
2010-07-15,27.8,32.9,70,91,1.61111111111111,4.4,30.35,80.5,40.15,16.6,10.79,6.05,4.1,8.32,3.41,4.23,11.38,3.13,0.44,0.42,4.35,3.58,6.03,5.44,4.14
2010-07-16,27.4,34.4,62,90,1.72222222222222,8.1,30.9,76,40.12,22.1,14.53,6.12,4.85,9.85,3.77,5.7,14.7,4.23,0.59,0.56,5.88,4.5,6.51,5.76,5.4
2010-07-17,27.2,34.4,62,92,1.94444444444444,7.8,30.8,77,40.08,21.64,14.2,6.11,4.9,9.96,3.8,5.58,14.43,4.14,0.6,0.56,5.93,4.3,6.4,5.69,5.35
2010-07-18,29.2,35.2,97,89,1.22222222222222,8.5,32.2,93,40.04,22.68,15.31,6.29,4.6,9.34,3.67,6.02,16.46,4.41,0.14,0.13,1.35,1.37,5.54,4.62,5.13
2010-07-19,24.9,33.9,93,94,1.36111111111111,0.1,29.4,93.5,40,10.15,6.47,5.93,5.32,10.79,3.96,2.56,7.4,1.85,0.13,0.12,1.26,1.15,5.03,4.54,2.4
2010-07-20,25.6,29.2,71,93,1.75,0,27.4,82,39.96,9.99,6.1,5.68,3.22,6.53,2.92,2.41,7,1.77,0.35,0.33,3.41,2.97,5.35,5.2,2.75
2010-07-21,25.5,33.6,69,93,1.5,6.5,29.55,81,39.92,19.67,12.57,5.95,5.05,10.25,3.84,4.97,13.04,3.7,0.44,0.41,4.27,3.39,5.84,5.34,4.61
2010-07-22,27,31.5,65,91,1.75,2.8,29.25,78,39.87,14.14,8.98,5.91,3.73,7.58,3.21,3.53,9.6,2.62,0.48,0.45,4.71,3.88,6,5.52,3.74
2010-07-23,27.4,33.2,73,91,1.83333333333333,8,30.3,82,39.82,21.88,14.21,6.05,4.33,8.79,3.51,5.58,14.66,4.17,0.42,0.4,4.2,3.3,5.91,5.3,5.06
2010-07-24,27.4,34.1,73,89,1.30555555555556,4.8,30.75,81,39.77,17.1,11.21,6.1,4.69,9.52,3.68,4.4,11.79,3.25,0.42,0.41,4.12,3.54,6.07,5.38,4.18
2010-07-25,27.6,33.4,67,74,1.83333333333333,4.8,30.5,70.5,39.72,17.08,11.14,6.07,4.34,8.8,3.51,4.37,11.42,3.23,0.66,0.62,6.55,5.45,6.92,6.07,4.62
2010-07-26,27.3,33.7,64,80,3.55555555555556,11.2,30.5,72,39.67,26.61,17.35,6.07,4.55,9.24,3.61,6.81,17.07,5.1,0.81,0.72,8.44,5.17,6.78,5.97,6.72
2010-07-27,26,33.1,66,87,3.61111111111111,4.7,29.55,76.5,39.62,16.91,10.81,5.95,4.69,9.52,3.66,4.27,11.24,3.17,0.67,0.6,7.03,4.2,6.18,5.61,4.87
2010-07-28,27.1,33,56,82,1.80555555555556,4.1,30.05,69,39.56,16,10.34,6.02,4.32,8.76,3.49,4.06,10.6,3.01,0.71,0.67,7.02,5.64,6.97,6.13,4.49
2010-07-29,27.4,35.6,57,86,1.25,11.3,31.5,71.5,39.51,26.71,17.78,6.2,5.23,10.63,3.93,7.16,17.39,5.18,0.68,0.66,6.64,5.46,7.05,6.05,6.22
2010-07-30,26.8,34.9,61,91,2.33333333333333,5.3,30.85,76,39.45,17.76,11.66,6.12,5.13,10.41,3.87,4.59,12,3.38,0.67,0.61,6.72,4.49,6.49,5.69,4.88
2010-07-31,26.3,34.1,66,90,2.38888888888889,6.5,30.2,78,39.39,19.53,12.65,6.03,4.95,10.06,3.78,4.99,12.99,3.7,0.58,0.53,5.87,4.02,6.19,5.52,4.98
2010-08-01,26.4,32.4,71,27,2.22222222222222,5.6,29.4,49,39.33,18.17,11.58,5.93,4.27,8.66,3.45,4.56,11.16,3.4,1.03,0.95,10.36,9.06,9.6,7.36,5.55
2010-08-02,26.4,33.4,62,89,2.11111111111111,3.7,29.9,75.5,39.26,15.32,9.87,6,4.65,9.44,3.64,3.89,10.32,2.87,0.6,0.56,6.05,4.43,6.34,5.66,4.26
2010-08-03,25.2,33.6,78,91,2.25,9.2,29.4,84.5,39.2,23.49,14.97,5.93,5.03,10.22,3.8,5.93,15.45,4.44,0.38,0.35,3.8,2.75,5.57,5.04,5.19
2010-08-04,27,33.2,63,89,1.91666666666667,9.5,30.1,76,39.13,23.92,15.47,6.02,4.38,8.89,3.51,6.08,15.46,4.56,0.57,0.54,5.69,4.37,6.34,5.62,5.61
2010-08-05,26.8,33.6,60,85,2.05555555555556,4.1,30.2,72.5,39.06,15.87,10.28,6.03,4.59,9.32,3.6,4.04,10.61,2.98,0.67,0.62,6.7,5.03,6.66,5.85,4.47
2010-08-06,25,34.5,62,81,2.02777777777778,9.8,29.75,71.5,38.99,24.32,15.61,5.98,5.36,10.89,3.94,6.18,15.36,4.62,0.69,0.64,6.85,5.13,6.66,5.88,5.86
2010-08-07,27,33.3,64,82,2.55555555555556,10.9,30.15,73,38.91,25.94,16.79,6.03,4.39,8.92,3.51,6.6,16.5,4.95,0.68,0.63,6.93,4.93,6.61,5.8,6.21
2010-08-08,26.9,33.8,57,85,1.86111111111111,11.3,30.35,71,38.84,26.51,17.23,6.05,4.61,9.36,3.61,6.77,16.72,5.08,0.7,0.65,6.93,5.33,6.84,5.94,6.22
2010-08-09,27.9,35.4,66,87,1.02777777777778,10.5,31.65,76.5,38.76,25.29,16.88,6.22,4.93,10,3.76,6.73,16.88,4.9,0.54,0.52,5.15,4.53,6.62,5.63,5.81
2010-08-10,27.9,36.7,69,91,0.833333333333333,8.9,32.3,80,38.68,22.89,15.48,6.3,5.39,10.95,3.98,6.53,15.81,4.46,0.48,0.47,4.55,3.94,6.46,5.4,5.36
2010-08-11,27,34,77,88,0.944444444444444,2.2,30.5,82.5,38.6,12.92,8.42,6.07,4.63,9.4,3.61,3.31,9.11,2.41,0.36,0.35,3.42,3.23,5.92,5.15,3.22
2010-08-12,27.1,36.6,69,92,NA,7.1,31.85,80.5,38.51,20.16,13.52,6.24,5.53,11.23,4.02,5.69,13.91,3.89,NA,NA,NA,3.78,6.33,5.33,NA
2010-08-13,24.8,35.2,72,95,NA,7.1,30,83.5,38.43,20.14,12.99,6.01,5.56,11.29,4.01,5.19,13.45,3.81,NA,NA,NA,2.99,5.75,5.04,NA
2010-08-14,26.7,33.4,66,91,NA,3,30.05,78.5,38.34,14.03,9.06,6.02,4.46,9.05,3.51,3.57,9.6,2.62,NA,NA,NA,3.91,6.12,5.37,NA
2010-08-15,NA,NA,NA,91,NA,4.9,NA,NA,38.25,16.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-08-16,NA,NA,NA,90,NA,6.6,NA,NA,38.16,19.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-08-17,26.6,34,75,89,NA,5.8,30.3,82,38.06,18.1,11.75,6.05,4.67,9.49,3.61,4.63,12.22,3.42,NA,NA,NA,3.3,5.91,5.12,NA
2010-08-18,27.4,34,87,91,NA,1.7,30.7,89,37.97,12,7.86,6.1,4.44,9.01,3.5,3.08,8.65,2.24,NA,NA,NA,2.05,5.52,4.65,NA
2010-08-19,24.6,32.6,78,93,NA,0.1,28.6,85.5,37.87,9.61,6.02,5.83,4.66,9.47,3.57,2.39,6.85,1.73,NA,NA,NA,2.5,5.35,4.81,NA
2010-08-20,26.9,31.5,77,87,NA,2.7,29.2,82,37.77,13.43,8.52,5.91,3.57,7.25,3.06,3.35,9.14,2.48,NA,NA,NA,3.17,5.7,5.04,NA
2010-08-21,26.6,32.5,75,93,NA,4,29.55,84,37.66,15.32,9.79,5.95,4.07,8.25,3.3,3.86,10.37,2.86,NA,NA,NA,2.86,5.63,4.92,NA
2010-08-22,25.4,32.2,94,95,NA,0.3,28.8,94.5,37.56,9.83,6.19,5.86,4.28,8.7,3.39,2.45,7.06,1.77,NA,NA,NA,0.96,4.88,4.21,NA
2010-08-23,26.6,29.9,91,97,NA,1.7,28.25,94,37.45,11.87,7.38,5.79,2.94,5.97,2.7,2.91,8.22,2.15,NA,NA,NA,1.02,4.81,4.23,NA
2010-08-24,25.7,28.8,77,94,NA,0,27.25,85.5,37.34,9.34,5.68,5.66,2.78,5.64,2.6,2.25,6.52,1.65,NA,NA,NA,2.38,5.1,4.71,NA
2010-08-25,25,31.5,69,95,NA,0,28.25,82,37.23,9.31,5.79,5.79,4.1,8.33,3.29,2.29,6.58,1.66,NA,NA,NA,3.06,5.51,4.95,NA
2010-08-26,26.9,32,70,91,NA,5.9,29.45,80.5,37.12,17.94,11.44,5.94,3.72,7.55,3.11,4.5,11.75,3.36,NA,NA,NA,3.47,5.85,5.09,NA
2010-08-27,27.5,33.7,66,92,NA,2.1,30.6,79,37,12.33,8.06,6.08,4.18,8.5,3.34,3.16,8.6,2.3,NA,NA,NA,3.9,6.2,5.22,NA
2010-08-28,27.5,33.7,65,91,NA,5.2,30.6,78,36.89,16.83,11,6.08,4.17,8.47,3.33,4.32,11.27,3.19,NA,NA,NA,4.08,6.28,5.28,NA
2010-08-29,27.2,33.8,64,89,NA,5.2,30.5,76.5,36.77,16.79,10.95,6.07,4.28,8.69,3.38,4.3,11.16,3.18,NA,NA,NA,4.34,6.38,5.36,NA
2010-08-30,27.4,33.7,69,89,NA,3.6,30.55,79,36.64,14.42,9.41,6.08,4.17,8.47,3.32,3.69,9.84,2.71,NA,NA,NA,3.89,6.19,5.19,NA
2010-08-31,27,34,68,88,NA,4.4,30.5,78,36.52,15.55,10.14,6.07,4.38,8.89,3.41,3.98,10.46,2.93,NA,NA,NA,4.07,6.26,5.24,NA
2010-09-01,26.9,32.5,66,91,1.88888888888889,4.2,29.7,78.5,36.39,15.21,9.76,5.97,3.84,7.79,3.15,3.84,10.1,2.84,0.5,0.47,4.94,3.86,6.05,5.15,3.93
2010-09-02,27,32.8,63,92,2.05555555555556,6.4,29.9,77.5,36.26,18.37,11.83,6,3.91,7.94,3.18,4.65,11.92,3.46,0.55,0.51,5.45,4.07,6.17,5.22,4.57
2010-09-03,27.2,33.9,69,89,1.16666666666667,6.6,30.55,79,36.13,18.61,12.15,6.08,4.24,8.62,3.34,4.77,12.32,3.54,0.46,0.44,4.42,3.89,6.19,5.13,4.37
2010-09-04,26.5,32.7,63,91,1.77777777777778,6.3,29.6,77,36,18.13,11.6,5.96,3.99,8.1,3.2,4.57,11.66,3.41,0.53,0.5,5.23,4.11,6.15,5.21,4.43
2010-09-05,26.9,34.2,65,94,1.75,0.9,30.55,79.5,35.87,10.27,6.7,6.08,4.4,8.93,3.4,2.64,7.3,1.9,0.51,0.48,5.09,3.8,6.15,5.07,3.12
2010-09-06,27.2,34.1,69,92,1.83333333333333,6.9,30.65,80.5,35.73,18.9,12.36,6.09,4.27,8.66,3.33,4.85,12.53,3.59,0.48,0.45,4.8,3.62,6.09,4.99,4.57
2010-09-07,26.6,34.6,81,89,2.05555555555556,7.3,30.6,85,35.59,19.42,12.69,6.08,4.57,9.28,3.47,4.99,13.09,3.7,0.37,0.34,3.67,2.78,5.76,4.67,4.5
2010-09-08,28.8,33.1,66,86,2.58333333333333,7.4,30.95,76,35.45,19.51,12.84,6.13,3.36,6.83,2.89,5.01,12.77,3.73,0.63,0.57,6.37,4.51,6.52,5.29,5.03
2010-09-09,25.4,33.6,68,91,2.41666666666667,4.5,29.5,79.5,35.31,15.29,9.76,5.95,4.49,9.11,3.41,3.86,10.04,2.85,0.53,0.49,5.33,3.65,5.94,4.97,4.07
2010-09-10,26.5,33.3,73,92,1.66666666666667,4.1,29.9,82.5,35.17,14.67,9.45,6,4.1,8.33,3.23,3.72,9.85,2.74,0.4,0.38,3.97,3.16,5.8,4.77,3.63
2010-09-11,27.3,34.1,82,92,0.694444444444444,2.9,30.7,87,35.02,12.9,8.45,6.1,4.16,8.44,3.26,3.32,9.05,2.42,0.26,0.26,2.46,2.42,5.65,4.48,3.05
2010-09-12,24.8,31.5,84,90,1.5,0.1,28.15,87,34.87,8.86,5.5,5.78,3.89,7.9,3.1,2.18,6.25,1.57,0.25,0.24,2.44,2.2,5.18,4.39,2.3
2010-09-13,24.9,29.1,67,95,0.833333333333333,0.2,27,81,34.72,8.97,5.42,5.63,2.99,6.07,2.64,2.15,6.14,1.57,0.32,0.31,3.01,3.08,5.33,4.7,2.28
2010-09-14,26.1,32.5,69,87,0.805555555555556,5.6,29.3,78,34.57,16.6,10.56,5.92,3.87,7.85,3.09,4.17,10.65,3.1,0.41,0.41,3.93,3.89,6.01,4.98,3.74
2010-09-15,26,32.5,69,90,1.83333333333333,5.8,29.25,79.5,34.42,16.83,10.69,5.91,3.87,7.87,3.09,4.22,10.79,3.14,0.46,0.43,4.57,3.62,5.89,4.86,4.06
2010-09-16,24.9,31,80,91,2.38888888888889,4.8,27.95,85.5,34.26,15.36,9.48,5.75,3.63,7.38,2.95,3.76,9.85,2.81,0.32,0.29,3.21,2.44,5.23,4.42,3.51
2010-09-17,25.1,29.6,78,91,2.22222222222222,4.8,27.35,84.5,34.11,15.3,9.33,5.67,3.07,6.22,2.66,3.7,9.63,2.78,0.32,0.29,3.17,2.55,5.18,4.44,3.45
2010-09-18,25.3,31.6,75,86,2.16666666666667,1.3,28.45,80.5,33.95,10.32,6.44,5.81,3.7,7.51,2.98,2.55,7,1.86,0.42,0.39,4.22,3.34,5.65,4.72,2.96
2010-09-19,24.9,31.2,71,91,3.13888888888889,4,28.05,81,33.79,14.06,8.7,5.76,3.65,7.41,2.95,3.45,8.98,2.57,0.47,0.43,4.88,3.21,5.54,4.65,3.73
2010-09-20,25.2,32.4,74,87,2.47222222222222,6.7,28.8,80.5,33.63,17.79,11.19,5.86,3.95,8.01,3.09,4.43,11.21,3.31,0.46,0.42,4.63,3.39,5.72,4.7,4.23
2010-09-21,25,31.5,93,94,1.63888888888889,6.4,28.25,93.5,33.46,17.3,10.76,5.79,3.69,7.49,2.95,4.27,11.25,3.19,0.12,0.12,1.22,1.11,4.83,3.85,3.49
2010-09-22,24.8,32.6,82,95,1.19444444444444,2.2,28.7,88.5,33.3,11.39,7.15,5.84,4.06,8.24,3.12,2.84,7.72,2.07,0.24,0.23,2.27,1.99,5.19,4.15,2.68
2010-09-23,24.3,29.8,74,95,1.08333333333333,1.7,27.05,84.5,33.14,10.65,6.45,5.64,3.27,6.64,2.73,2.56,6.99,1.89,0.28,0.27,2.65,2.52,5.12,4.33,2.53
2010-09-24,24.6,30.6,61,95,0.777777777777778,6.8,27.6,78,32.97,17.66,10.82,5.71,3.44,6.99,2.81,4.3,10.59,3.24,0.39,0.39,3.73,3.65,5.66,4.73,3.71
2010-09-25,24.9,32.8,77,87,0.638888888888889,6.8,28.85,82,32.8,17.59,11.08,5.86,4.04,8.2,3.1,4.39,11.11,3.27,0.32,0.32,3,3.13,5.63,4.52,3.75
